date,open,high,low,close,adjclose,volume,ticker
6/21/2021,71667.65625,71800.36719,70340.47656,70738.625,70738.625,4532772,VCB.VN
6/22/2021,71070.42188,71999.44531,70672.26563,71402.21875,71402.21875,3271601,VCB.VN
6/23/2021,71667.65625,73658.42188,71004.0625,72795.75781,72795.75781,4045573,VCB.VN
6/24/2021,72994.82813,73525.70313,71534.9375,73459.34375,73459.34375,1723053,VCB.VN
6/25/2021,73459.34375,74852.88281,72264.88281,74720.16406,74720.16406,3499136,VCB.VN
6/28/2021,74720.16406,74985.60156,73724.78125,74720.16406,74720.16406,3557169,VCB.VN
6/29/2021,74322.00781,75649.1875,73990.21875,75649.1875,75649.1875,3546017,VCB.VN
6/30/2021,75649.1875,77772.67188,75649.1875,77241.80469,77241.80469,5028712,VCB.VN
7/1/2021,77440.88281,77507.24219,76312.78125,77241.80469,77241.80469,3098903,VCB.VN
7/2/2021,77241.80469,77374.52344,75649.1875,76246.42188,76246.42188,2663228,VCB.VN
7/5/2021,75582.82813,75582.82813,73592.0625,75383.75,75383.75,3619255,VCB.VN
7/6/2021,74653.80469,76312.78125,74322.00781,74322.00781,74322.00781,2605375,VCB.VN
7/7/2021,74322.00781,75251.03906,70340.47656,75251.03906,75251.03906,4164170,VCB.VN
7/8/2021,73791.14063,74985.60156,72331.24219,73658.42188,73658.42188,2069351,VCB.VN
7/9/2021,72994.82813,73724.78125,70871.34375,72862.11719,72862.11719,4238916,VCB.VN
7/12/2021,72663.03906,72663.03906,68416.0625,71070.42188,71070.42188,3715701,VCB.VN
7/13/2021,70937.70313,70937.70313,67752.47656,68615.14063,68615.14063,3280643,VCB.VN
7/14/2021,68615.14063,68681.5,66358.9375,67553.39844,67553.39844,3491164,VCB.VN
7/15/2021,66491.65625,69345.09375,66491.65625,68017.91406,68017.91406,3525221,VCB.VN
7/16/2021,68017.91406,68615.14063,67022.53125,68017.91406,68017.91406,2437198,VCB.VN
7/19/2021,66358.9375,66491.65625,63638.22266,64368.17188,64368.17188,3843491,VCB.VN
7/20/2021,64899.04297,67022.53125,62045.60547,66491.65625,66491.65625,3896234,VCB.VN
7/21/2021,66027.14063,66690.73438,65230.83594,65695.35156,65695.35156,2205731,VCB.VN
7/22/2021,65628.99219,66823.45313,65031.75781,66558.01563,66558.01563,2257570,VCB.VN
7/23/2021,65894.42188,66226.21875,64368.17188,64368.17188,64368.17188,2023539,VCB.VN
7/26/2021,64036.375,64699.96484,63505.50391,63704.58203,63704.58203,1945177,VCB.VN
7/27/2021,64699.96484,64766.32422,63040.99219,63040.99219,63040.99219,4047984,VCB.VN
7/28/2021,63107.35156,64368.17188,63107.35156,64368.17188,64368.17188,2246569,VCB.VN
7/29/2021,64633.60547,64965.40234,64368.17188,64965.40234,64965.40234,1795989,VCB.VN
7/30/2021,64567.24609,65562.63281,64500.88672,65031.75781,65031.75781,2351604,VCB.VN
8/2/2021,64368.17188,65496.27344,63970.01563,64368.17188,64368.17188,1717176,VCB.VN
8/3/2021,64434.52734,65562.63281,64368.17188,65562.63281,65562.63281,1838937,VCB.VN
8/4/2021,65828.07031,65894.42188,65098.11719,65363.55469,65363.55469,1719737,VCB.VN
8/5/2021,65031.75781,66027.14063,64965.40234,65960.78125,65960.78125,1699394,VCB.VN
8/6/2021,66226.21875,66226.21875,65098.11719,65098.11719,65098.11719,1572959,VCB.VN
8/9/2021,65098.11719,65628.99219,64832.68359,65230.83594,65230.83594,1772631,VCB.VN
8/10/2021,65695.35156,65828.07031,65363.55469,65695.35156,65695.35156,2407211,VCB.VN
8/11/2021,65894.42188,67487.03906,65761.71094,66690.73438,66690.73438,2579456,VCB.VN
8/12/2021,66690.73438,66889.8125,66027.14063,66292.57813,66292.57813,1580193,VCB.VN
8/13/2021,66292.57813,66292.57813,65230.83594,66093.5,66093.5,2363810,VCB.VN
8/16/2021,66093.5,66757.09375,65695.35156,66757.09375,66757.09375,3094382,VCB.VN
8/17/2021,68017.91406,68349.70313,67022.53125,67022.53125,67022.53125,2909479,VCB.VN
8/18/2021,67022.53125,68017.91406,66159.85938,67022.53125,67022.53125,2784854,VCB.VN
8/19/2021,66823.45313,68349.70313,66226.21875,68216.99219,68216.99219,3944607,VCB.VN
8/20/2021,67155.24219,67619.75781,65960.78125,66425.29688,66425.29688,2803691,VCB.VN
8/23/2021,65695.35156,66358.9375,64102.73438,64567.24609,64567.24609,3218405,VCB.VN
8/24/2021,65828.07031,65828.07031,64036.375,64368.17188,64368.17188,1642732,VCB.VN
8/25/2021,64368.17188,65695.35156,64235.45313,64699.96484,64699.96484,1686584,VCB.VN
8/26/2021,64899.04297,65695.35156,64235.45313,64235.45313,64235.45313,1746410,VCB.VN
8/27/2021,63704.58203,65363.55469,63704.58203,64899.04297,64899.04297,1667596,VCB.VN
8/30/2021,65297.19531,65960.78125,64899.04297,65894.42188,65894.42188,2324321,VCB.VN
8/31/2021,66027.14063,66292.57813,65230.83594,65960.78125,65960.78125,1527902,VCB.VN
9/1/2021,65960.78125,66292.57813,63704.58203,65960.78125,65960.78125,1367562,VCB.VN
9/2/2021,,,,,,,VCB.VN
9/3/2021,,,,,,,VCB.VN
9/6/2021,65960.78125,66425.29688,65960.78125,66358.9375,66358.9375,1474857,VCB.VN
9/7/2021,66292.57813,66889.8125,66226.21875,66358.9375,66358.9375,1693516,VCB.VN
9/8/2021,66358.9375,66425.29688,64235.45313,66159.85938,66159.85938,1398455,VCB.VN
9/9/2021,66159.85938,66425.29688,65429.91406,65894.42188,65894.42188,1263130,VCB.VN
9/10/2021,66226.21875,66226.21875,65429.91406,65828.07031,65828.07031,1416236,VCB.VN
9/13/2021,65562.63281,65695.35156,65098.11719,65098.11719,65098.11719,1571905,VCB.VN
9/14/2021,65098.11719,65363.55469,64368.17188,65230.83594,65230.83594,4146389,VCB.VN
9/15/2021,65230.83594,65230.83594,64434.52734,64434.52734,64434.52734,1326874,VCB.VN
9/16/2021,65628.99219,65628.99219,64699.96484,65098.11719,65098.11719,859567,VCB.VN
9/17/2021,64699.96484,65297.19531,64500.88672,64500.88672,64500.88672,1541917,VCB.VN
9/20/2021,64567.24609,67022.53125,64567.24609,66093.5,66093.5,3556264,VCB.VN
9/21/2021,66027.14063,66226.21875,65031.75781,65031.75781,65031.75781,1298996,VCB.VN
9/22/2021,65297.19531,66027.14063,65031.75781,66027.14063,66027.14063,1380672,VCB.VN
9/23/2021,66093.5,66624.375,65363.55469,66027.14063,66027.14063,1142272,VCB.VN
9/24/2021,66027.14063,66226.21875,65894.42188,66027.14063,66027.14063,685212,VCB.VN
9/27/2021,66027.14063,66159.85938,65031.75781,65031.75781,65031.75781,781958,VCB.VN
9/28/2021,64899.04297,65894.42188,64699.96484,65828.07031,65828.07031,853690,VCB.VN
9/29/2021,66027.14063,66027.14063,64699.96484,65363.55469,65363.55469,851430,VCB.VN
9/30/2021,65363.55469,65429.91406,64434.52734,64500.88672,64500.88672,1940808,VCB.VN
10/1/2021,64567.24609,65164.47656,63571.86328,63638.22266,63638.22266,4613918,VCB.VN
10/4/2021,63704.58203,64036.375,62642.83594,62775.55469,62775.55469,1445621,VCB.VN
10/5/2021,63107.35156,63770.94141,63107.35156,63439.14453,63439.14453,1599934,VCB.VN
10/6/2021,63439.14453,63439.14453,62908.27344,63439.14453,63439.14453,1165178,VCB.VN
10/7/2021,63439.14453,64235.45313,63040.99219,64235.45313,64235.45313,1276541,VCB.VN
10/8/2021,64102.73438,64368.17188,63439.14453,64368.17188,64368.17188,1183713,VCB.VN
10/11/2021,64368.17188,65297.19531,64235.45313,64699.96484,64699.96484,1775194,VCB.VN
10/12/2021,65230.83594,65230.83594,64368.17188,64368.17188,64368.17188,1376604,VCB.VN
10/13/2021,64965.40234,65031.75781,64368.17188,64368.17188,64368.17188,2344521,VCB.VN
10/14/2021,64368.17188,64500.88672,63638.22266,64169.09375,64169.09375,2813034,VCB.VN
10/15/2021,64235.45313,64567.24609,64036.375,64036.375,64036.375,1102338,VCB.VN
10/18/2021,63903.65625,64368.17188,63040.99219,63704.58203,63704.58203,2035746,VCB.VN
10/19/2021,63770.94141,64036.375,63173.71094,63970.01563,63970.01563,1383836,VCB.VN
10/20/2021,63970.01563,64169.09375,62377.40234,63040.99219,63040.99219,2352358,VCB.VN
10/21/2021,63306.42578,63704.58203,62377.40234,62377.40234,62377.40234,2002894,VCB.VN
10/22/2021,63040.99219,63040.99219,62377.40234,62576.48047,62576.48047,485239,VCB.VN
10/25/2021,63638.22266,63638.22266,62443.76172,62443.76172,62443.76172,1206167,VCB.VN
10/26/2021,62443.76172,62775.55469,62111.96484,62377.40234,62377.40234,1107612,VCB.VN
10/27/2021,62775.55469,64036.375,62576.48047,63770.94141,63770.94141,2203319,VCB.VN
10/28/2021,64102.73438,64965.40234,63770.94141,64965.40234,64965.40234,2800225,VCB.VN
10/29/2021,64567.24609,65297.19531,64301.8125,65031.75781,65031.75781,1966275,VCB.VN
11/1/2021,65098.11719,65164.47656,64368.17188,64368.17188,64368.17188,1623745,VCB.VN
11/2/2021,64633.60547,65031.75781,64567.24609,64965.40234,64965.40234,1218071,VCB.VN
11/3/2021,64832.68359,65562.63281,64567.24609,65496.27344,65496.27344,3551442,VCB.VN
11/4/2021,65496.27344,65562.63281,64500.88672,65297.19531,65297.19531,1490981,VCB.VN
11/5/2021,64699.96484,65695.35156,64368.17188,64699.96484,64699.96484,2374962,VCB.VN
11/8/2021,65098.11719,65297.19531,64699.96484,65164.47656,65164.47656,1817690,VCB.VN
11/9/2021,65031.75781,65429.91406,64368.17188,64434.52734,64434.52734,2163084,VCB.VN
11/10/2021,64434.52734,65164.47656,64235.45313,64766.32422,64766.32422,1321298,VCB.VN
11/11/2021,64899.04297,65894.42188,64368.17188,65230.83594,65230.83594,1681159,VCB.VN
11/12/2021,65230.83594,65230.83594,64699.96484,65164.47656,65164.47656,1019906,VCB.VN
11/15/2021,65230.83594,65695.35156,64500.88672,64832.68359,64832.68359,1257855,VCB.VN
11/16/2021,64832.68359,65363.55469,64368.17188,64500.88672,64500.88672,1063608,VCB.VN
11/17/2021,64500.88672,65098.11719,64500.88672,65031.75781,65031.75781,1281363,VCB.VN
11/18/2021,65230.83594,65230.83594,64368.17188,64368.17188,64368.17188,1233744,VCB.VN
11/19/2021,64500.88672,64965.40234,64434.52734,64434.52734,64434.52734,621317,VCB.VN
11/22/2021,64567.24609,65628.99219,64434.52734,65562.63281,65562.63281,1626456,VCB.VN
11/23/2021,65695.35156,65761.71094,65164.47656,65761.71094,65761.71094,991878,VCB.VN
11/24/2021,65828.07031,70075.03906,65828.07031,69544.16406,69544.16406,2836994,VCB.VN
11/25/2021,69676.88281,71667.65625,69411.45313,71070.42188,71070.42188,2347083,VCB.VN
11/26/2021,70804.98438,71800.36719,69013.29688,69676.88281,69676.88281,1450595,VCB.VN
11/29/2021,68548.78125,69610.52344,67022.53125,67088.88281,67088.88281,1282419,VCB.VN
11/30/2021,69013.29688,69013.29688,65628.99219,65628.99219,65628.99219,2014046,VCB.VN
12/1/2021,65960.78125,67354.32031,65230.83594,65695.35156,65695.35156,956163,VCB.VN
12/2/2021,66558.01563,66889.8125,65562.63281,65761.71094,65761.71094,1187029,VCB.VN
12/3/2021,65828.07031,66889.8125,64699.96484,65031.75781,65031.75781,1199385,VCB.VN
12/6/2021,65031.75781,66358.9375,63306.42578,63306.42578,63306.42578,1644992,VCB.VN
12/7/2021,63770.94141,65960.78125,63770.94141,65164.47656,65164.47656,1315572,VCB.VN
12/8/2021,65031.75781,65960.78125,65031.75781,65496.27344,65496.27344,764780,VCB.VN
12/9/2021,64633.60547,65960.78125,64567.24609,65828.07031,65828.07031,1446677,VCB.VN
12/10/2021,67022.53125,68216.99219,66292.57813,66358.9375,66358.9375,2914000,VCB.VN
12/13/2021,67686.11719,67686.11719,65828.07031,66093.5,66093.5,1654637,VCB.VN
12/14/2021,66093.5,66690.73438,65761.71094,65894.42188,65894.42188,1299447,VCB.VN
12/15/2021,66027.14063,66823.45313,65695.35156,66292.57813,66292.57813,1258005,VCB.VN
12/16/2021,66889.8125,66889.8125,65098.11719,65761.71094,65761.71094,1577932,VCB.VN
12/17/2021,66358.9375,66358.9375,64036.375,64036.375,64036.375,5237726,VCB.VN
12/20/2021,65363.55469,66027.14063,65098.11719,66027.14063,66027.14063,1268705,VCB.VN
12/21/2021,65695.35156,66226.21875,65363.55469,65628.99219,65628.99219,1166533,VCB.VN
12/22/2021,65198.98438,65876.375,64860.28906,65114.30859,65114.30859,2261615,VCB.VN
12/23/2021,65622.35156,66807.78906,64775.61328,64775.61328,64775.61328,1758036,VCB.VN
12/24/2021,65029.63672,66469.09375,65029.63672,66469.09375,66469.09375,1003141,VCB.VN
12/27/2021,66807.78906,67993.22656,65961.04688,67569.85938,67569.85938,1103172,VCB.VN
12/28/2021,67739.20313,68585.94531,66045.72656,67739.20313,67739.20313,2797552,VCB.VN
12/29/2021,67315.83594,67569.85938,66977.14063,67315.83594,67315.83594,519640,VCB.VN
12/30/2021,67569.85938,67654.53125,65791.70313,66384.42188,66384.42188,1191983,VCB.VN
12/31/2021,66892.46094,67061.8125,66384.42188,66723.11719,66723.11719,497555,VCB.VN
1/3/2022,,,,,,,VCB.VN
1/4/2022,66892.46094,67231.15625,66045.72656,66892.46094,66892.46094,1339017,VCB.VN
1/5/2022,66892.46094,68077.89844,66045.72656,66045.72656,66045.72656,1998370,VCB.VN
1/6/2022,66553.76563,67654.53125,65961.04688,66977.14063,66977.14063,1435623,VCB.VN
1/7/2022,67400.50781,67654.53125,66215.07031,67569.85938,67569.85938,1141082,VCB.VN
1/10/2022,67485.17969,67654.53125,66469.09375,67315.83594,67315.83594,1365236,VCB.VN
1/11/2022,67739.20313,67739.20313,66469.09375,67231.15625,67231.15625,1277487,VCB.VN
1/12/2022,67231.15625,67739.20313,66045.72656,67739.20313,67739.20313,2717362,VCB.VN
1/13/2022,68162.57031,71464.85938,67908.55469,69348.00781,69348.00781,3037177,VCB.VN
1/14/2022,69348.00781,70618.11719,68585.94531,70618.11719,70618.11719,1833030,VCB.VN
1/17/2022,70279.42188,74513.125,69686.70313,72988.99219,72988.99219,3149408,VCB.VN
1/18/2022,72396.27344,74174.42969,71126.16406,74174.42969,74174.42969,2049743,VCB.VN
1/19/2022,74089.75781,74089.75781,71972.90625,73497.03906,73497.03906,1670878,VCB.VN
1/20/2022,72142.25,74089.75781,70364.10156,73751.05469,73751.05469,3300068,VCB.VN
1/21/2022,73581.71094,76206.60156,72904.32031,75529.21094,75529.21094,3083945,VCB.VN
1/24/2022,75698.5625,79170.19531,74682.46875,78746.82813,78746.82813,3221886,VCB.VN
1/25/2022,78323.45313,81287.04688,75359.86719,81117.69531,81117.69531,2830030,VCB.VN
1/26/2022,81117.69531,81117.69531,78408.125,80016.9375,80016.9375,3108982,VCB.VN
1/27/2022,78746.82813,80016.9375,76545.29688,77053.34375,77053.34375,2046554,VCB.VN
1/28/2022,77053.34375,77900.08594,75359.86719,75359.86719,75359.86719,2528166,VCB.VN
1/31/2022,,,,,,,VCB.VN
2/1/2022,,,,,,,VCB.VN
2/2/2022,,,,,,,VCB.VN
2/3/2022,,,,,,,VCB.VN
2/4/2022,,,,,,,VCB.VN
2/7/2022,76714.64844,78662.14844,75783.23438,78238.78125,78238.78125,2037933,VCB.VN
2/8/2022,78238.78125,78238.78125,76291.28125,77900.08594,77900.08594,1447197,VCB.VN
2/9/2022,77222.69531,77815.41406,76460.625,76884,76884,1904126,VCB.VN
2/10/2022,77138.01563,79085.52344,77053.34375,77307.36719,77307.36719,2157923,VCB.VN
2/11/2022,77307.36719,77561.39063,76206.60156,76206.60156,76206.60156,20381816,VCB.VN
2/14/2022,74597.79688,75190.51563,72819.64063,72819.64063,72819.64063,4380491,VCB.VN
2/15/2022,72819.64063,74767.14844,70956.8125,73666.38281,73666.38281,2897583,VCB.VN
2/16/2022,74089.75781,74428.45313,73158.34375,73666.38281,73666.38281,1612065,VCB.VN
2/17/2022,73666.38281,74259.10156,73497.03906,74089.75781,74089.75781,1761107,VCB.VN
2/18/2022,73158.34375,74089.75781,73158.34375,73835.73438,73835.73438,1259182,VCB.VN
2/21/2022,73327.6875,74174.42969,73327.6875,74005.07813,74005.07813,1295438,VCB.VN
2/22/2022,73666.38281,73666.38281,71972.90625,73497.03906,73497.03906,1889836,VCB.VN
2/23/2022,73666.38281,73666.38281,72650.29688,73581.71094,73581.71094,1164820,VCB.VN
2/24/2022,73412.35938,73497.03906,71972.90625,72226.92969,72226.92969,2548243,VCB.VN
2/25/2022,72226.92969,72734.96875,71972.90625,72057.57813,72057.57813,1979946,VCB.VN
2/28/2022,72057.57813,72057.57813,71464.85938,71549.53125,71549.53125,1561400,VCB.VN
