1/3/2023,67908.55469,69940.72656,67908.55469,69940.72656,69940.72656,1287053,VCB.VN
1/4/2023,70194.75,70194.75,69263.33594,70110.07813,70110.07813,1150175,VCB.VN
1/5/2023,70110.07813,71126.16406,69856.05469,71126.16406,71126.16406,1273826,VCB.VN
1/6/2023,71126.16406,71803.55469,71041.49219,71126.16406,71126.16406,1489831,VCB.VN
1/9/2023,72650.29688,73581.71094,71803.55469,73581.71094,73581.71094,1968845,VCB.VN
1/10/2023,72988.99219,76121.92969,72988.99219,73920.40625,73920.40625,2596428,VCB.VN
1/11/2023,73920.40625,73920.40625,72057.57813,72057.57813,72057.57813,1550653,VCB.VN
1/12/2023,72142.25,72142.25,70956.8125,71803.55469,71803.55469,2320665,VCB.VN
1/13/2023,72142.25,73243.01563,72142.25,72650.29688,72650.29688,970782,VCB.VN
1/16/2023,72819.64063,74936.49219,72819.64063,73920.40625,73920.40625,1221154,VCB.VN
1/17/2023,74936.49219,75698.5625,73920.40625,75698.5625,75698.5625,761272,VCB.VN
1/18/2023,76206.60156,77053.34375,75698.5625,76206.60156,76206.60156,1044004,VCB.VN
1/19/2023,75783.23438,81287.04688,74089.75781,78746.82813,78746.82813,2098400,VCB.VN
1/27/2023,78746.82813,80101.60938,77476.71094,78746.82813,78746.82813,1872829,VCB.VN
1/30/2023,77984.75781,78323.45313,76037.25781,76121.92969,76121.92969,1234145,VCB.VN
1/31/2023,76121.92969,77815.41406,74343.77344,77815.41406,77815.41406,1811299,VCB.VN
2/1/2023,77900.08594,78323.45313,75444.53906,75444.53906,75444.53906,1342088,VCB.VN
2/2/2023,75021.17188,77900.08594,75021.17188,76714.64844,76714.64844,1217138,VCB.VN
2/3/2023,76460.625,78746.82813,75444.53906,78746.82813,78746.82813,1102345,VCB.VN
2/6/2023,78408.125,81541.07031,77476.71094,81287.04688,81287.04688,1688239,VCB.VN
2/7/2023,80694.32813,80863.67188,77900.08594,77900.08594,77900.08594,1735125,VCB.VN
2/8/2023,77984.75781,81456.39063,77984.75781,79762.91406,79762.91406,1122894,VCB.VN
2/9/2023,79424.21875,80440.30469,78746.82813,78746.82813,78746.82813,992394,VCB.VN
2/10/2023,80016.9375,80016.9375,78577.47656,80016.9375,80016.9375,842879,VCB.VN
2/13/2023,80270.95313,80779,77900.08594,79170.19531,79170.19531,1054278,VCB.VN
2/14/2023,79170.19531,79170.19531,77222.69531,78323.45313,78323.45313,1391336,VCB.VN
2/15/2023,78323.45313,79762.91406,77222.69531,78746.82813,78746.82813,1062073,VCB.VN
2/16/2023,78746.82813,79593.5625,78069.42969,78238.78125,78238.78125,995110,VCB.VN
2/17/2023,78746.82813,79000.84375,77900.08594,78746.82813,78746.82813,1121005,VCB.VN
2/20/2023,78746.82813,80016.9375,78746.82813,79424.21875,79424.21875,1371141,VCB.VN
2/21/2023,79762.91406,80355.63281,79593.5625,79762.91406,79762.91406,821385,VCB.VN
2/22/2023,79762.91406,79847.58594,78323.45313,78746.82813,78746.82813,1265441,VCB.VN
2/23/2023,78746.82813,79593.5625,77222.69531,79000.84375,79000.84375,1234971,VCB.VN
2/24/2023,78746.82813,79593.5625,76206.60156,79170.19531,79170.19531,847249,VCB.VN
2/27/2023,78746.82813,79170.19531,77646.0625,78577.47656,78577.47656,615301,VCB.VN
2/28/2023,78831.5,79339.53906,78408.125,79170.19531,79170.19531,739069,VCB.VN
3/1/2023,78154.10938,79085.52344,78069.42969,78746.82813,78746.82813,916101,VCB.VN
3/2/2023,78746.82813,79424.21875,77730.73438,78916.17188,78916.17188,1162930,VCB.VN
3/3/2023,77730.73438,78577.47656,76968.67188,76968.67188,76968.67188,1021092,VCB.VN
3/6/2023,77053.34375,78069.42969,77053.34375,77053.34375,77053.34375,840753,VCB.VN
3/7/2023,77476.71094,78323.45313,77138.01563,77815.41406,77815.41406,1243947,VCB.VN
3/8/2023,77053.34375,78069.42969,76799.32031,78069.42969,78069.42969,1029713,VCB.VN
3/9/2023,77900.08594,79085.52344,77646.0625,78746.82813,78746.82813,1320476,VCB.VN
3/10/2023,78069.42969,78323.45313,77476.71094,77984.75781,77984.75781,913857,VCB.VN
3/13/2023,77900.08594,77900.08594,76884,77476.71094,77476.71094,896615,VCB.VN
3/14/2023,77053.34375,77222.69531,76629.97656,77053.34375,77053.34375,1070812,VCB.VN
3/15/2023,77561.39063,77900.08594,77138.01563,77392.03906,77392.03906,1004794,VCB.VN
3/16/2023,77053.34375,77900.08594,75783.23438,77053.34375,77053.34375,951886,VCB.VN
3/17/2023,77053.34375,77138.01563,75359.86719,75359.86719,75359.86719,2683468,VCB.VN
3/20/2023,75359.86719,75783.23438,72057.57813,72057.57813,72057.57813,1271937,VCB.VN
3/21/2023,72311.60156,76121.92969,72311.60156,73243.01563,73243.01563,1385785,VCB.VN
3/22/2023,73327.6875,76121.92969,73327.6875,75359.86719,75359.86719,1297682,VCB.VN
3/23/2023,75190.51563,76799.32031,73920.40625,76799.32031,76799.32031,2297635,VCB.VN
3/24/2023,77053.34375,77053.34375,75275.1875,75359.86719,75359.86719,794813,VCB.VN
3/27/2023,75359.86719,77053.34375,74513.125,77053.34375,77053.34375,975624,VCB.VN
3/28/2023,76884,78662.14844,76291.28125,77730.73438,77730.73438,1049672,VCB.VN
3/29/2023,78323.45313,78323.45313,76629.97656,78154.10938,78154.10938,499326,VCB.VN
3/30/2023,78154.10938,78916.17188,77900.08594,78492.80469,78492.80469,715331,VCB.VN
3/31/2023,78577.47656,78916.17188,76629.97656,77392.03906,77392.03906,1220681,VCB.VN
4/3/2023,77646.0625,78662.14844,77222.69531,78577.47656,78577.47656,959798,VCB.VN
4/4/2023,78577.47656,78662.14844,77561.39063,77900.08594,77900.08594,369534,VCB.VN
4/5/2023,78154.10938,78154.10938,77138.01563,77984.75781,77984.75781,510192,VCB.VN
4/6/2023,77476.71094,77984.75781,77222.69531,77222.69531,77222.69531,495193,VCB.VN
4/7/2023,77053.34375,77138.01563,75783.23438,76206.60156,76206.60156,995819,VCB.VN
4/10/2023,76206.60156,76206.60156,75359.86719,75359.86719,75359.86719,805796,VCB.VN
4/11/2023,75359.86719,76206.60156,74682.46875,74682.46875,74682.46875,977395,VCB.VN
4/12/2023,74767.14844,75021.17188,74513.125,74767.14844,74767.14844,686633,VCB.VN
4/13/2023,74767.14844,74936.49219,74343.77344,74682.46875,74682.46875,669627,VCB.VN
4/14/2023,74767.14844,75444.53906,74682.46875,74851.82031,74851.82031,564281,VCB.VN
4/17/2023,74851.82031,74936.49219,74343.77344,74851.82031,74851.82031,667146,VCB.VN
4/18/2023,74767.14844,75021.17188,74089.75781,74513.125,74513.125,895316,VCB.VN
4/19/2023,74597.79688,75105.84375,74513.125,74936.49219,74936.49219,582114,VCB.VN
4/20/2023,75190.51563,75190.51563,74513.125,74767.14844,74767.14844,304461,VCB.VN
4/21/2023,74513.125,74597.79688,74005.07813,74089.75781,74089.75781,1247726,VCB.VN
4/24/2023,74513.125,74936.49219,73666.38281,74428.45313,74428.45313,691121,VCB.VN
4/25/2023,74682.46875,74936.49219,74089.75781,74767.14844,74767.14844,668209,VCB.VN
4/26/2023,74513.125,75783.23438,74428.45313,75698.5625,75698.5625,4778295,VCB.VN
4/27/2023,75105.84375,76629.97656,74851.82031,76206.60156,76206.60156,851855,VCB.VN
4/28/2023,76206.60156,76629.97656,75190.51563,76629.97656,76629.97656,874766,VCB.VN
5/4/2023,76206.60156,76206.60156,74936.49219,74936.49219,74936.49219,660179,VCB.VN
5/5/2023,74936.49219,76121.92969,74682.46875,76037.25781,76037.25781,709190,VCB.VN
5/8/2023,76206.60156,78916.17188,76037.25781,78746.82813,78746.82813,1846139,VCB.VN
5/9/2023,78746.82813,79508.89063,78154.10938,78154.10938,78154.10938,1203911,VCB.VN
5/10/2023,77815.41406,78746.82813,77561.39063,77900.08594,77900.08594,968892,VCB.VN
5/11/2023,77900.08594,77984.75781,77053.34375,77053.34375,77053.34375,804969,VCB.VN
5/12/2023,77053.34375,78577.47656,76884,78577.47656,78577.47656,1055223,VCB.VN
5/15/2023,77900.08594,78746.82813,77222.69531,77646.0625,77646.0625,801782,VCB.VN
5/16/2023,77900.08594,78831.5,77307.36719,78408.125,78408.125,1064789,VCB.VN
5/17/2023,78323.45313,78746.82813,78154.10938,78577.47656,78577.47656,942319,VCB.VN
5/18/2023,78662.14844,81287.04688,78069.42969,80440.30469,80440.30469,2237758,VCB.VN
5/19/2023,80016.9375,80355.63281,78408.125,79762.91406,79762.91406,720291,VCB.VN
5/22/2023,78746.82813,79508.89063,78069.42969,78831.5,78831.5,785719,VCB.VN
5/23/2023,78746.82813,79254.86719,77984.75781,78577.47656,78577.47656,671752,VCB.VN
5/24/2023,78577.47656,78577.47656,77815.41406,78408.125,78408.125,454921,VCB.VN
5/25/2023,78408.125,79593.5625,77392.03906,78916.17188,78916.17188,740014,VCB.VN
5/26/2023,78916.17188,79170.19531,77900.08594,77900.08594,77900.08594,1212532,VCB.VN
5/29/2023,77900.08594,80440.30469,77900.08594,78831.5,78831.5,744620,VCB.VN
5/30/2023,78831.5,80270.95313,78238.78125,80016.9375,80016.9375,1544157,VCB.VN
5/31/2023,79508.89063,79678.24219,78831.5,79593.5625,79593.5625,496138,VCB.VN
6/1/2023,80101.60938,80101.60938,78916.17188,79508.89063,79508.89063,840045,VCB.VN
6/2/2023,79508.89063,80440.30469,79000.84375,80355.63281,80355.63281,1721661,VCB.VN
6/5/2023,80609.65625,83573.24219,80609.65625,82980.52344,82980.52344,1609467,VCB.VN
6/6/2023,82980.52344,83827.26563,81710.41406,83827.26563,83827.26563,920589,VCB.VN
6/7/2023,83827.26563,83827.26563,82133.78125,82133.78125,82133.78125,938422,VCB.VN
6/8/2023,82133.78125,86113.46094,82133.78125,84674.00781,84674.00781,1605451,VCB.VN
6/9/2023,84674.00781,86367.48438,83827.26563,85097.375,85097.375,1264969,VCB.VN
6/12/2023,84589.32813,85944.11719,83065.19531,85520.74219,85520.74219,537473,VCB.VN
6/13/2023,84674.00781,87214.22656,84419.98438,86790.85156,86790.85156,1102935,VCB.VN
6/14/2023,86706.17969,88060.96875,85944.11719,86875.53125,86875.53125,1016250,VCB.VN
6/15/2023,86790.85156,87806.94531,86028.78906,87637.59375,87637.59375,1248435,VCB.VN
6/16/2023,88230.3125,90093.14063,87383.57031,88907.70313,88907.70313,1596475,VCB.VN
6/19/2023,87722.26563,88145.64063,86113.46094,86113.46094,86113.46094,1434798,VCB.VN
6/20/2023,85605.42188,85605.42188,84504.65625,84589.32813,84589.32813,2302370,VCB.VN
6/21/2023,84419.98438,85097.375,84419.98438,84674.00781,84674.00781,1467864,VCB.VN
6/22/2023,86367.48438,86367.48438,84589.32813,85012.70313,85012.70313,1058766,VCB.VN
6/23/2023,85012.70313,85012.70313,84250.63281,84589.32813,84589.32813,936769,VCB.VN
6/26/2023,83911.9375,85436.07031,83911.9375,84674.00781,84674.00781,953303,VCB.VN
6/27/2023,84674.00781,85520.74219,84419.98438,84674.00781,84674.00781,845477,VCB.VN
6/28/2023,84674.00781,86536.83594,84504.65625,85605.42188,85605.42188,1056051,VCB.VN
6/29/2023,86198.14063,87214.22656,85605.42188,86282.8125,86282.8125,1178165,VCB.VN
6/30/2023,85605.42188,86198.14063,84674.00781,84674.00781,84674.00781,743557,VCB.VN
7/3/2023,84674.00781,85351.39844,84504.65625,84674.00781,84674.00781,578808,VCB.VN
7/4/2023,85266.72656,86282.8125,84589.32813,84674.00781,84674.00781,927911,VCB.VN
7/5/2023,85520.74219,86790.85156,84928.02344,86367.48438,86367.48438,2968325,VCB.VN
7/6/2023,86452.15625,86536.83594,85097.375,85266.72656,85266.72656,2183669,VCB.VN
7/7/2023,85097.375,88907.70313,85012.70313,88907.70313,88907.70313,2449749,VCB.VN
7/10/2023,88823.03125,88823.03125,86621.50781,86960.20313,86960.20313,2058601,VCB.VN
7/11/2023,86198.14063,88907.70313,86198.14063,87214.22656,87214.22656,2943760,VCB.VN
7/12/2023,86960.20313,88484.33594,86960.20313,88060.96875,88060.96875,1028414,VCB.VN
7/13/2023,88907.70313,88907.70313,87806.94531,88823.03125,88823.03125,1987977,VCB.VN
7/14/2023,88823.03125,88907.70313,88060.96875,88907.70313,88907.70313,1545574,VCB.VN
